title,link,category,sentiment_score,source_name
Kỳ thủ Việt Nam bị kiểm tra gian lận vì thắng quá nhanh,https://vnexpress.net/ky-thu-viet-nam-bi-kiem-tra-gian-lan-vi-thang-qua-nhanh-5080969.html,General,,VnExpress
Những 'người chuột tìm kho báu' dưới ống cống New York,https://vnexpress.net/nhung-nguoi-chuot-tim-kho-bau-duoi-ong-cong-new-york-5081010.html,General,,VnExpress
Mẹ kế bị tạm giữ sau vụ bé trai 11 tuổi tử vong,https://vnexpress.net/me-ke-bi-tam-giu-sau-vu-be-trai-11-tuoi-tu-vong-5081229.html,General,,VnExpress
"Lật thuyền trên sông Ngàn Phố, 4 người tử vong",https://vnexpress.net/lat-thuyen-tren-song-ngan-pho-4-nguoi-tu-vong-5081253.html,General,,VnExpress
Mitsubishi hồi sinh huyền thoại Pajero,https://vnexpress.net/mitsubishi-hoi-sinh-huyen-thoai-pajero-5081004.html,General,,VnExpress
Tướng Iran: Tái chiến với Mỹ là không thể tránh khỏi,https://vnexpress.net/tuong-iran-tai-chien-voi-my-la-khong-the-tranh-khoi-5081111.html,General,,VnExpress
Cây đổ đè hai ôtô ở trung tâm TP HCM,https://vnexpress.net/cay-do-de-hai-oto-o-trung-tam-tp-hcm-5081242.html,General,,VnExpress
"Cháy xưởng 3.000 m2, lan sang nhiều nhà dân ở TP HCM",https://vnexpress.net/chay-xuong-3-000-m2-lan-sang-nhieu-nha-dan-o-tp-hcm-5081257.html,General,,VnExpress
"Nga phóng hàng chục tên lửa Zircon, Iskander-M nhằm vào Ukraine",https://vnexpress.net/nga-phong-hang-chuc-ten-lua-zircon-iskander-m-nham-vao-ukraine-5081020.html,General,,VnExpress
"Tự ý cắt nước của cư dân, Ban quản trị ở TP HCM thua kiện",https://vnexpress.net/tu-y-cat-nuoc-cua-cu-dan-ban-quan-tri-o-tp-hcm-thua-kien-5081109.html,General,,VnExpress
Cựu Tổng giám đốc SJC nói 'tòa buộc nộp lại 10.800 lượng vàng là chưa đúng',https://vnexpress.net/cuu-tong-giam-doc-sjc-noi-toa-buoc-nop-lai-10-800-luong-vang-la-chua-dung-5081058.html,General,,VnExpress
Thiệt hại từ vụ nổ tên lửa Blue Origin nhìn từ vũ trụ,https://vnexpress.net/thiet-hai-tu-vu-no-ten-lua-blue-origin-nhin-tu-vu-tru-5080948.html,General,,VnExpress
Liverpool đạt thỏa thuận bổ nhiệm HLV Iraola,https://vnexpress.net/liverpool-dat-thoa-thuan-bo-nhiem-hlv-iraola-5081220.html,General,,VnExpress
Lý do Campuchia chưa thể triệt phá các ổ lừa đảo,https://vnexpress.net/ly-do-campuchia-chua-the-triet-pha-cac-o-lua-dao-5080862.html,General,,VnExpress
Hà Nội khởi công hơn 8.000 căn hộ cho thuê,https://vnexpress.net/ha-noi-khoi-cong-hon-8-000-can-ho-cho-thue-5088355.html,General,,VnExpress
Nhà báo làm gì?,https://vnexpress.net/nha-bao-lam-gi-5088274.html,General,,VnExpress
Rào một phần công viên Lê Thị Riêng để tìm hài cốt liệt sĩ,https://vnexpress.net/rao-mot-phan-cong-vien-le-thi-rieng-de-tim-hai-cot-liet-si-5088538.html,General,,VnExpress
"TP HCM cấm san lấp 67 hồ, ao",https://vnexpress.net/tp-hcm-cam-san-lap-67-ho-ao-5088531.html,General,,VnExpress
VnExpress nhận bằng khen của Thủ tướng,https://vnexpress.net/vnexpress-nhan-bang-khen-cua-thu-tuong-5088469.html,General,,VnExpress
Phó thủ tướng: Phải chuyển tư duy phân lô bán nền sang nhà cao tầng,https://vnexpress.net/pho-thu-tuong-phai-chuyen-tu-duy-phan-lo-ban-nen-sang-nha-cao-tang-5088552.html,General,,VnExpress
"Đề xuất hoãn xuất cảnh để ngăn bỏ trốn, cắt điện nước doanh nghiệp không nộp phạt hành chính",https://vnexpress.net/de-xuat-hoan-xuat-canh-de-ngan-bo-tron-cat-dien-nuoc-doanh-nghiep-khong-nop-phat-hanh-chinh-5088499.html,General,,VnExpress
Nhiều bệnh viện tuyến trung ương tăng 4% giá khám chữa bệnh,https://vnexpress.net/nhieu-benh-vien-tuyen-trung-uong-tang-4-gia-kham-chua-benh-5088617.html,General,,VnExpress
15 thủ khoa thi lớp 10 chuyên ở Hà Nội,https://vnexpress.net/15-thu-khoa-thi-lop-10-chuyen-o-ha-noi-5088509.html,General,,VnExpress
Mbappe thách thức quy luật cơ sinh học trong tuyệt phẩm sút xa,https://vnexpress.net/mbappe-thach-thuc-quy-luat-co-sinh-hoc-trong-tuyet-pham-sut-xa-5088302.html,General,,VnExpress
Lá thoong chứa chất ma túy có nguy cơ tuồn từ Lào sang Việt Nam,https://vnexpress.net/la-thoong-chua-chat-ma-tuy-co-nguy-co-tuon-tu-lao-sang-viet-nam-5088514.html,General,,VnExpress
Bẫy nợ nần từ chính sách khuyến sinh tham vọng nhất thế giới,https://vnexpress.net/bay-no-nan-tu-chinh-sach-khuyen-sinh-tham-vong-nhat-the-gioi-5087818.html,General,,VnExpress
Cựu tuyển thủ Hàn Quốc làm trợ lý cho HLV Kim Sang-sik,https://vnexpress.net/cuu-tuyen-thu-han-quoc-lam-tro-ly-cho-hlv-kim-sang-sik-5088614.html,General,,VnExpress
"GM cắt giảm 1.000 nhân sự, lắp đặt 50 robot",https://vnexpress.net/gm-cat-giam-1-000-nhan-su-lap-dat-50-robot-5088338.html,General,,VnExpress
Yamal cảm thấy như đang mơ sau khi ghi bàn đầu ở World Cup,https://vnexpress.net/yamal-cam-thay-nhu-dang-mo-sau-khi-ghi-ban-dau-o-world-cup-5088347.html,General,,VnExpress
Hơn 70.000 người sẽ dự lễ tuyên chân phước linh mục Trương Bửu Diệp,https://vnexpress.net/hon-70-000-nguoi-se-du-le-tuyen-chan-phuoc-linh-muc-truong-buu-diep-5088464.html,General,,VnExpress
SK Hynix vượt Samsung Electronics thành công ty giá trị nhất Hàn Quốc,https://vnexpress.net/sk-hynix-vuot-samsung-electronics-thanh-cong-ty-gia-tri-nhat-han-quoc-5088572.html,General,,VnExpress
"Cựu cán bộ ngân hàng bị cáo buộc gian dối, lừa hơn 17 tỷ đồng",https://vnexpress.net/cuu-can-bo-ngan-hang-bi-cao-buoc-gian-doi-lua-hon-17-ty-dong-5088506.html,General,,VnExpress
VN-Index tăng mạnh nhất hai tháng,https://vnexpress.net/vn-index-tang-manh-nhat-hai-thang-5088528.html,General,,VnExpress
TP HCM xây 6 tòa nhà xã hội tại phường Long Trường,https://vnexpress.net/tp-hcm-xay-6-toa-nha-xa-hoi-tai-phuong-long-truong-5088430.html,General,,VnExpress
Lao động đổ về công trường sân bay Long Thành,https://vnexpress.net/lao-dong-do-ve-cong-truong-san-bay-long-thanh-5088460.html,General,,VnExpress
Nổ nhà máy khí đốt Qatar,https://vnexpress.net/no-nha-may-khi-dot-qatar-5088545.html,General,,VnExpress
"Hà Nội khởi công 5 tuyến metro hơn 1,3 triệu tỷ đồng",https://vnexpress.net/ha-noi-khoi-cong-5-tuyen-metro-hon-1-3-trieu-ty-dong-5088352.html,General,,VnExpress
Khách bất ngờ giá vé máy bay hạ nhiệt dù cao điểm du lịch hè,https://vnexpress.net/khach-bat-ngo-gia-ve-may-bay-ha-nhiet-du-cao-diem-du-lich-he-5086643.html,General,,VnExpress
Yamal: 'Tôi thấy mình giỏi hơn nhiều so với những gì người ta nghĩ',https://vnexpress.net/yamal-toi-thay-minh-gioi-hon-nhieu-so-voi-nhung-gi-nguoi-ta-nghi-5088299.html,General,,VnExpress
UOB: Niềm tin kinh doanh tại Việt Nam phục hồi mạnh,https://vnexpress.net/uob-niem-tin-kinh-doanh-tai-viet-nam-phuc-hoi-manh-5088651.html,General,0.0,VnExpress
"Tổng Bí thư, Chủ tịch nước Tô Lâm tiếp quyền Bộ trưởng Hải quân Mỹ Hùng Cao",https://vnexpress.net/tong-bi-thu-chu-tich-nuoc-to-lam-tiep-quyen-bo-truong-hai-quan-my-hung-cao-5088646.html,General,0.0,VnExpress
Thủ tướng Anh nghẹn ngào tuyên bố từ chức,https://vnexpress.net/thu-tuong-anh-nghen-ngao-tuyen-bo-tu-chuc-5088541.html,General,0.0,VnExpress
"Giam lỏng người thân để trừ tà, 3 chị em ruột bị phạt tù",https://vnexpress.net/giam-long-nguoi-than-de-tru-ta-3-chi-em-ruot-bi-phat-tu-5088645.html,General,0.0,VnExpress
Châu Âu oằn mình dưới nắng nóng hơn 40°C,https://vnexpress.net/chau-au-oan-minh-duoi-nang-nong-hon-40-c-5088637.html,General,0.0,VnExpress
Cựu chủ tịch Fed Alan Greenspan qua đời ở tuổi 100,https://vnexpress.net/cuu-chu-tich-fed-alan-greenspan-qua-doi-o-tuoi-100-5088640.html,General,0.0,VnExpress
Tiền đạo Áo từng từ bỏ gần 30 triệu USD vì trầm cảm,https://vnexpress.net/tien-dao-ao-tung-tu-bo-gan-30-trieu-usd-vi-tram-cam-5088341.html,General,0.0,VnExpress
Lầu Năm Góc 'tốn 40 tỷ USD vì chiến sự Iran',https://vnexpress.net/lau-nam-goc-ton-40-ty-usd-vi-chien-su-iran-5088520.html,General,0.0,VnExpress
